Number of thread,Nanoseconds
0,23911629.23
1,14982767.06
2,12026765.01
3,9749286.67
4,8218394.9
5,7640843.83
6,7442170.34
7,7207283.01
8,7139020.78
9,6798914.13
10,6649639.22
11,6755782.04
12,6552180.48
13,6483329.2
14,6416034.99
15,6533390.0
16,6605087.93
17,6365947.96
18,6434171.25
19,6685972.57
