Number of thread,Nanoseconds
0,86689316.7
1,54074179.3
2,40544779.2
3,30811354.1
4,23894783.2
5,24047383.6
6,22273125.1
7,22568962.6
8,22541670.6
9,20557845.6
10,19284933.5
11,20218379.2
12,19350496.1
13,18379275.2
14,18021779.0
15,18494129.2
16,18570604.0
17,17536012.5
18,18509204.1
19,19029595.9
